巅峰等级,总经验,下一等级,增量
2411,"201,089,533,722,000","239,278,026,000","246,024,000"
2412,"201,328,811,748,000","239,524,152,000","246,126,000"
2413,"201,568,335,900,000","239,770,380,000","246,228,000"
2414,"201,808,106,280,000","240,016,710,000","246,330,000"
2415,"202,048,122,990,000","240,263,142,000","246,432,000"
2416,"202,288,386,132,000","240,509,676,000","246,534,000"
2417,"202,528,895,808,000","240,756,312,000","246,636,000"
2418,"202,769,652,120,000","241,003,050,000","246,738,000"
2419,"203,010,655,170,000","241,249,890,000","246,840,000"
2420,"203,251,905,060,000","241,496,832,000","246,942,000"
2421,"203,493,401,892,000","241,743,876,000","247,044,000"
2422,"203,735,145,768,000","241,991,022,000","247,146,000"
2423,"203,977,136,790,000","242,238,270,000","247,248,000"
2424,"204,219,375,060,000","242,485,620,000","247,350,000"
2425,"204,461,860,680,000","242,733,072,000","247,452,000"
2426,"204,704,593,752,000","242,980,626,000","247,554,000"
2427,"204,947,574,378,000","243,228,282,000","247,656,000"
2428,"205,190,802,660,000","243,476,040,000","247,758,000"
2429,"205,434,278,700,000","243,723,900,000","247,860,000"
2430,"205,678,002,600,000","243,971,862,000","247,962,000"
2431,"205,921,974,462,000","244,219,926,000","248,064,000"
2432,"206,166,194,388,000","244,468,092,000","248,166,000"
2433,"206,410,662,480,000","244,716,360,000","248,268,000"
2434,"206,655,378,840,000","244,964,730,000","248,370,000"
2435,"206,900,343,570,000","245,213,202,000","248,472,000"
2436,"207,145,556,772,000","245,461,776,000","248,574,000"
2437,"207,391,018,548,000","245,710,452,000","248,676,000"
2438,"207,636,729,000,000","245,959,230,000","248,778,000"
2439,"207,882,688,230,000","246,208,110,000","248,880,000"
2440,"208,128,896,340,000","246,457,092,000","248,982,000"
2441,"208,375,353,432,000","246,706,176,000","249,084,000"
2442,"208,622,059,608,000","246,955,362,000","249,186,000"
2443,"208,869,014,970,000","247,204,650,000","249,288,000"
2444,"209,116,219,620,000","247,454,040,000","249,390,000"
2445,"209,363,673,660,000","247,703,532,000","249,492,000"
2446,"209,611,377,192,000","247,953,126,000","249,594,000"
2447,"209,859,330,318,000","248,202,822,000","249,696,000"
2448,"210,107,533,140,000","248,452,620,000","249,798,000"
2449,"210,355,985,760,000","248,702,520,000","249,900,000"
2450,"210,604,688,280,000","248,952,522,000","250,002,000"
2451,"210,853,640,802,000","249,202,626,000","250,104,000"
2452,"211,102,843,428,000","249,452,832,000","250,206,000"
2453,"211,352,296,260,000","249,703,140,000","250,308,000"
2454,"211,601,999,400,000","249,953,550,000","250,410,000"
2455,"211,851,952,950,000","250,204,062,000","250,512,000"
2456,"212,102,157,012,000","250,454,676,000","250,614,000"
2457,"212,352,611,688,000","250,705,392,000","250,716,000"
2458,"212,603,317,080,000","250,956,210,000","250,818,000"
2459,"212,854,273,290,000","251,207,130,000","250,920,000"
2460,"213,105,480,420,000","251,458,152,000","251,022,000"
2461,"213,356,938,572,000","251,709,276,000","251,124,000"
2462,"213,608,647,848,000","251,960,502,000","251,226,000"
2463,"213,860,608,350,000","252,211,830,000","251,328,000"
2464,"214,112,820,180,000","252,463,260,000","251,430,000"
2465,"214,365,283,440,000","252,714,792,000","251,532,000"
2466,"214,617,998,232,000","252,966,426,000","251,634,000"
2467,"214,870,964,658,000","253,218,162,000","251,736,000"
2468,"215,124,182,820,000","253,470,000,000","251,838,000"
2469,"215,377,652,820,000","253,721,940,000","251,940,000"
2470,"215,631,374,760,000","253,973,982,000","252,042,000"
2471,"215,885,348,742,000","254,226,126,000","252,144,000"
2472,"216,139,574,868,000","254,478,372,000","252,246,000"
2473,"216,394,053,240,000","254,730,720,000","252,348,000"
2474,"216,648,783,960,000","254,983,170,000","252,450,000"
2475,"216,903,767,130,000","255,235,722,000","252,552,000"
2476,"217,159,002,852,000","255,488,376,000","252,654,000"
2477,"217,414,491,228,000","255,741,132,000","252,756,000"
2478,"217,670,232,360,000","255,993,990,000","252,858,000"
2479,"217,926,226,350,000","256,246,950,000","252,960,000"
2480,"218,182,473,300,000","256,500,012,000","253,062,000"
2481,"218,438,973,312,000","256,753,176,000","253,164,000"
2482,"218,695,726,488,000","257,006,442,000","253,266,000"
2483,"218,952,732,930,000","257,259,810,000","253,368,000"
2484,"219,209,992,740,000","257,513,280,000","253,470,000"
2485,"219,467,506,020,000","257,766,852,000","253,572,000"
2486,"219,725,272,872,000","258,020,526,000","253,674,000"
2487,"219,983,293,398,000","258,274,302,000","253,776,000"
2488,"220,241,567,700,000","258,528,180,000","253,878,000"
2489,"220,500,095,880,000","258,782,160,000","253,980,000"
2490,"220,758,878,040,000","259,036,242,000","254,082,000"
2491,"221,017,914,282,000","259,290,426,000","254,184,000"
2492,"221,277,204,708,000","259,544,712,000","254,286,000"
2493,"221,536,749,420,000","259,799,100,000","254,388,000"
2494,"221,796,548,520,000","260,053,590,000","254,490,000"
2495,"222,056,602,110,000","260,308,182,000","254,592,000"
2496,"222,316,910,292,000","260,562,876,000","254,694,000"
2497,"222,577,473,168,000","260,817,672,000","254,796,000"
2498,"222,838,290,840,000","261,072,570,000","254,898,000"
2499,"223,099,363,410,000","261,327,570,000","255,000,000"
2500,"223,360,690,980,000","261,582,672,000","255,102,000"
2501,"223,622,273,652,000","261,837,876,000","255,204,000"
2502,"223,884,111,528,000","262,093,182,000","255,306,000"
2503,"224,146,204,710,000","262,348,590,000","255,408,000"
2504,"224,408,553,300,000","262,604,100,000","255,510,000"
2505,"224,671,157,400,000","262,859,712,000","255,612,000"
2506,"224,934,017,112,000","263,115,426,000","255,714,000"
2507,"225,197,132,538,000","263,371,242,000","255,816,000"
2508,"225,460,503,780,000","263,627,160,000","255,918,000"
2509,"225,724,130,940,000","263,883,180,000","256,020,000"
2510,"225,988,014,120,000","264,139,302,000","256,122,000"
2511,"226,252,153,422,000","264,395,526,000","256,224,000"
2512,"226,516,548,948,000","264,651,852,000","256,326,000"
2513,"226,781,200,800,000","264,908,280,000","256,428,000"
2514,"227,046,109,080,000","265,164,810,000","256,530,000"
2515,"227,311,273,890,000","265,421,442,000","256,632,000"
2516,"227,576,695,332,000","265,678,176,000","256,734,000"
2517,"227,842,373,508,000","265,935,012,000","256,836,000"
2518,"228,108,308,520,000","266,191,950,000","256,938,000"
2519,"228,374,500,470,000","266,448,990,000","257,040,000"
2520,"228,640,949,460,000","266,706,132,000","257,142,000"
2521,"228,907,655,592,000","266,963,376,000","257,244,000"
2522,"229,174,618,968,000","267,220,722,000","257,346,000"
2523,"229,441,839,690,000","267,478,170,000","257,448,000"
2524,"229,709,317,860,000","267,735,720,000","257,550,000"
2525,"229,977,053,580,000","267,993,372,000","257,652,000"
2526,"230,245,046,952,000","268,251,126,000","257,754,000"
2527,"230,513,298,078,000","268,508,982,000","257,856,000"
2528,"230,781,807,060,000","268,766,940,000","257,958,000"
2529,"231,050,574,000,000","269,025,000,000","258,060,000"
2530,"231,319,599,000,000","269,283,162,000","258,162,000"
2531,"231,588,882,162,000","269,541,426,000","258,264,000"
2532,"231,858,423,588,000","269,799,792,000","258,366,000"
2533,"232,128,223,380,000","270,058,260,000","258,468,000"
2534,"232,398,281,640,000","270,316,830,000","258,570,000"
2535,"232,668,598,470,000","270,575,502,000","258,672,000"
2536,"232,939,173,972,000","270,834,276,000","258,774,000"
2537,"233,210,008,248,000","271,093,152,000","258,876,000"
2538,"233,481,101,400,000","271,352,130,000","258,978,000"
2539,"233,752,453,530,000","271,611,210,000","259,080,000"
2540,"234,024,064,740,000","271,870,392,000","259,182,000"
2541,"234,295,935,132,000","272,129,676,000","259,284,000"
2542,"234,568,064,808,000","272,389,062,000","259,386,000"
2543,"234,840,453,870,000","272,648,550,000","259,488,000"
2544,"235,113,102,420,000","272,908,140,000","259,590,000"
2545,"235,386,010,560,000","273,167,832,000","259,692,000"
2546,"235,659,178,392,000","273,427,626,000","259,794,000"
2547,"235,932,606,018,000","273,687,522,000","259,896,000"
2548,"236,206,293,540,000","273,947,520,000","259,998,000"
2549,"236,480,241,060,000","274,207,620,000","260,100,000"
2550,"236,754,448,680,000","274,467,822,000","260,202,000"
2551,"237,028,916,502,000","274,728,126,000","260,304,000"
2552,"237,303,644,628,000","274,988,532,000","260,406,000"
2553,"237,578,633,160,000","275,249,040,000","260,508,000"
2554,"237,853,882,200,000","275,509,650,000","260,610,000"
2555,"238,129,391,850,000","275,770,362,000","260,712,000"
2556,"238,405,162,212,000","276,031,176,000","260,814,000"
2557,"238,681,193,388,000","276,292,092,000","260,916,000"
2558,"238,957,485,480,000","276,553,110,000","261,018,000"
2559,"239,234,038,590,000","276,814,230,000","261,120,000"
2560,"239,510,852,820,000","277,075,452,000","261,222,000"
2561,"239,787,928,272,000","277,336,776,000","261,324,000"
2562,"240,065,265,048,000","277,598,202,000","261,426,000"
2563,"240,342,863,250,000","277,859,730,000","261,528,000"
2564,"240,620,722,980,000","278,121,360,000","261,630,000"
2565,"240,898,844,340,000","278,383,092,000","261,732,000"
2566,"241,177,227,432,000","278,644,926,000","261,834,000"
2567,"241,455,872,358,000","278,906,862,000","261,936,000"
2568,"241,734,779,220,000","279,168,900,000","262,038,000"
2569,"242,013,948,120,000","279,431,040,000","262,140,000"
2570,"242,293,379,160,000","279,693,282,000","262,242,000"
2571,"242,573,072,442,000","279,955,626,000","262,344,000"
2572,"242,853,028,068,000","280,218,072,000","262,446,000"
2573,"243,133,246,140,000","280,480,620,000","262,548,000"
2574,"243,413,726,760,000","280,743,270,000","262,650,000"
2575,"243,694,470,030,000","281,006,022,000","262,752,000"
2576,"243,975,476,052,000","281,268,876,000","262,854,000"
2577,"244,256,744,928,000","281,531,832,000","262,956,000"
2578,"244,538,276,760,000","281,794,890,000","263,058,000"
2579,"244,820,071,650,000","282,058,050,000","263,160,000"
2580,"245,102,129,700,000","282,321,312,000","263,262,000"
2581,"245,384,451,012,000","282,584,676,000","263,364,000"
2582,"245,667,035,688,000","282,848,142,000","263,466,000"
2583,"245,949,883,830,000","283,111,710,000","263,568,000"
2584,"246,232,995,540,000","283,375,380,000","263,670,000"
2585,"246,516,370,920,000","283,639,152,000","263,772,000"
2586,"246,800,010,072,000","283,903,026,000","263,874,000"
2587,"247,083,913,098,000","284,167,002,000","263,976,000"
2588,"247,368,080,100,000","284,431,080,000","264,078,000"
2589,"247,652,511,180,000","284,695,260,000","264,180,000"
2590,"247,937,206,440,000","284,959,542,000","264,282,000"
2591,"248,222,165,982,000","285,223,926,000","264,384,000"
2592,"248,507,389,908,000","285,488,412,000","264,486,000"
2593,"248,792,878,320,000","285,753,000,000","264,588,000"
2594,"249,078,631,320,000","286,017,690,000","264,690,000"
2595,"249,364,649,010,000","286,282,482,000","264,792,000"
2596,"249,650,931,492,000","286,547,376,000","264,894,000"
2597,"249,937,478,868,000","286,812,372,000","264,996,000"
2598,"250,224,291,240,000","287,077,470,000","265,098,000"
2599,"250,511,368,710,000","287,342,670,000","265,200,000"
2600,"250,798,711,380,000","287,607,972,000","265,302,000"
2601,"251,086,319,352,000","287,873,376,000","265,404,000"
2602,"251,374,192,728,000","288,138,882,000","265,506,000"
2603,"251,662,331,610,000","288,404,490,000","265,608,000"
2604,"251,950,736,100,000","288,670,200,000","265,710,000"
2605,"252,239,406,300,000","288,936,012,000","265,812,000"
2606,"252,528,342,312,000","289,201,926,000","265,914,000"
2607,"252,817,544,238,000","289,467,942,000","266,016,000"
2608,"253,107,012,180,000","289,734,060,000","266,118,000"
2609,"253,396,746,240,000","290,000,280,000","266,220,000"
2610,"253,686,746,520,000","290,266,602,000","266,322,000"
2611,"253,977,013,122,000","290,533,026,000","266,424,000"
2612,"254,267,546,148,000","290,799,552,000","266,526,000"
2613,"254,558,345,700,000","291,066,180,000","266,628,000"
2614,"254,849,411,880,000","291,332,910,000","266,730,000"
2615,"255,140,744,790,000","291,599,742,000","266,832,000"
2616,"255,432,344,532,000","291,866,676,000","266,934,000"
2617,"255,724,211,208,000","292,133,712,000","267,036,000"
2618,"256,016,344,920,000","292,400,850,000","267,138,000"
2619,"256,308,745,770,000","292,668,090,000","267,240,000"
2620,"256,601,413,860,000","292,935,432,000","267,342,000"
2621,"256,894,349,292,000","293,202,876,000","267,444,000"
2622,"257,187,552,168,000","293,470,422,000","267,546,000"
2623,"257,481,022,590,000","293,738,070,000","267,648,000"
2624,"257,774,760,660,000","294,005,820,000","267,750,000"
2625,"258,068,766,480,000","294,273,672,000","267,852,000"
2626,"258,363,040,152,000","294,541,626,000","267,954,000"
2627,"258,657,581,778,000","294,809,682,000","268,056,000"
2628,"258,952,391,460,000","295,077,840,000","268,158,000"
2629,"259,247,469,300,000","295,346,100,000","268,260,000"
2630,"259,542,815,400,000","295,614,462,000","268,362,000"
2631,"259,838,429,862,000","295,882,926,000","268,464,000"
2632,"260,134,312,788,000","296,151,492,000","268,566,000"
2633,"260,430,464,280,000","296,420,160,000","268,668,000"
2634,"260,726,884,440,000","296,688,930,000","268,770,000"
2635,"261,023,573,370,000","296,957,802,000","268,872,000"
2636,"261,320,531,172,000","297,226,776,000","268,974,000"
2637,"261,617,757,948,000","297,495,852,000","269,076,000"
2638,"261,915,253,800,000","297,765,030,000","269,178,000"
2639,"262,213,018,830,000","298,034,310,000","269,280,000"
2640,"262,511,053,140,000","298,303,692,000","269,382,000"
2641,"262,809,356,832,000","298,573,176,000","269,484,000"
2642,"263,107,930,008,000","298,842,762,000","269,586,000"
2643,"263,406,772,770,000","299,112,450,000","269,688,000"
2644,"263,705,885,220,000","299,382,240,000","269,790,000"
2645,"264,005,267,460,000","299,652,132,000","269,892,000"
2646,"264,304,919,592,000","299,922,126,000","269,994,000"
2647,"264,604,841,718,000","300,192,222,000","270,096,000"
2648,"264,905,033,940,000","300,462,420,000","270,198,000"
2649,"265,205,496,360,000","300,732,720,000","270,300,000"
2650,"265,506,229,080,000","301,003,122,000","270,402,000"
2651,"265,807,232,202,000","301,273,626,000","270,504,000"
2652,"266,108,505,828,000","301,544,232,000","270,606,000"
2653,"266,410,050,060,000","301,814,940,000","270,708,000"
2654,"266,711,865,000,000","302,085,750,000","270,810,000"
2655,"267,013,950,750,000","302,356,662,000","270,912,000"
2656,"267,316,307,412,000","302,627,676,000","271,014,000"
2657,"267,618,935,088,000","302,898,792,000","271,116,000"
2658,"267,921,833,880,000","303,170,010,000","271,218,000"
2659,"268,225,003,890,000","303,441,330,000","271,320,000"
2660,"268,528,445,220,000","303,712,752,000","271,422,000"
2661,"268,832,157,972,000","303,984,276,000","271,524,000"
2662,"269,136,142,248,000","304,255,902,000","271,626,000"
2663,"269,440,398,150,000","304,527,630,000","271,728,000"
2664,"269,744,925,780,000","304,799,460,000","271,830,000"
2665,"270,049,725,240,000","305,071,392,000","271,932,000"
2666,"270,354,796,632,000","305,343,426,000","272,034,000"
2667,"270,660,140,058,000","305,615,562,000","272,136,000"
2668,"270,965,755,620,000","305,887,800,000","272,238,000"
2669,"271,271,643,420,000","306,160,140,000","272,340,000"
2670,"271,577,803,560,000","306,432,582,000","272,442,000"
2671,"271,884,236,142,000","306,705,126,000","272,544,000"
2672,"272,190,941,268,000","306,977,772,000","272,646,000"
2673,"272,497,919,040,000","307,250,520,000","272,748,000"
2674,"272,805,169,560,000","307,523,370,000","272,850,000"
2675,"273,112,692,930,000","307,796,322,000","272,952,000"
2676,"273,420,489,252,000","308,069,376,000","273,054,000"
2677,"273,728,558,628,000","308,342,532,000","273,156,000"
2678,"274,036,901,160,000","308,615,790,000","273,258,000"
2679,"274,345,516,950,000","308,889,150,000","273,360,000"
2680,"274,654,406,100,000","309,162,612,000","273,462,000"
2681,"274,963,568,712,000","309,436,176,000","273,564,000"
2682,"275,273,004,888,000","309,709,842,000","273,666,000"
2683,"275,582,714,730,000","309,983,610,000","273,768,000"
2684,"275,892,698,340,000","310,257,480,000","273,870,000"
2685,"276,202,955,820,000","310,531,452,000","273,972,000"
2686,"276,513,487,272,000","310,805,526,000","274,074,000"
2687,"276,824,292,798,000","311,079,702,000","274,176,000"
2688,"277,135,372,500,000","311,353,980,000","274,278,000"
2689,"277,446,726,480,000","311,628,360,000","274,380,000"
2690,"277,758,354,840,000","311,902,842,000","274,482,000"
2691,"278,070,257,682,000","312,177,426,000","274,584,000"
2692,"278,382,435,108,000","312,452,112,000","274,686,000"
2693,"278,694,887,220,000","312,726,900,000","274,788,000"
2694,"279,007,614,120,000","313,001,790,000","274,890,000"
2695,"279,320,615,910,000","313,276,782,000","274,992,000"
2696,"279,633,892,692,000","313,551,876,000","275,094,000"
2697,"279,947,444,568,000","313,827,072,000","275,196,000"
2698,"280,261,271,640,000","314,102,370,000","275,298,000"
2699,"280,575,374,010,000","314,377,770,000","275,400,000"
2700,"280,889,751,780,000","314,653,272,000","275,502,000"
2701,"281,204,405,052,000","314,928,876,000","275,604,000"
2702,"281,519,333,928,000","315,204,582,000","275,706,000"
2703,"281,834,538,510,000","315,480,390,000","275,808,000"
2704,"282,150,018,900,000","315,756,300,000","275,910,000"
2705,"282,465,775,200,000","316,032,312,000","276,012,000"
2706,"282,781,807,512,000","316,308,426,000","276,114,000"
2707,"283,098,115,938,000","316,584,642,000","276,216,000"
2708,"283,414,700,580,000","316,860,960,000","276,318,000"
2709,"283,731,561,540,000","317,137,380,000","276,420,000"
2710,"284,048,698,920,000","317,413,902,000","276,522,000"
2711,"284,366,112,822,000","317,690,526,000","276,624,000"
2712,"284,683,803,348,000","317,967,252,000","276,726,000"
2713,"285,001,770,600,000","318,244,080,000","276,828,000"
2714,"285,320,014,680,000","318,521,010,000","276,930,000"
2715,"285,638,535,690,000","318,798,042,000","277,032,000"
2716,"285,957,333,732,000","319,075,176,000","277,134,000"
2717,"286,276,408,908,000","319,352,412,000","277,236,000"
2718,"286,595,761,320,000","319,629,750,000","277,338,000"
2719,"286,915,391,070,000","319,907,190,000","277,440,000"
2720,"287,235,298,260,000","320,184,732,000","277,542,000"
2721,"287,555,482,992,000","320,462,376,000","277,644,000"
2722,"287,875,945,368,000","320,740,122,000","277,746,000"
2723,"288,196,685,490,000","321,017,970,000","277,848,000"
2724,"288,517,703,460,000","321,295,920,000","277,950,000"
2725,"288,838,999,380,000","321,573,972,000","278,052,000"
2726,"289,160,573,352,000","321,852,126,000","278,154,000"
2727,"289,482,425,478,000","322,130,382,000","278,256,000"
2728,"289,804,555,860,000","322,408,740,000","278,358,000"
2729,"290,126,964,600,000","322,687,200,000","278,460,000"
2730,"290,449,651,800,000","322,965,762,000","278,562,000"
2731,"290,772,617,562,000","323,244,426,000","278,664,000"
2732,"291,095,861,988,000","323,523,192,000","278,766,000"
2733,"291,419,385,180,000","323,802,060,000","278,868,000"
2734,"291,743,187,240,000","324,081,030,000","278,970,000"
2735,"292,067,268,270,000","324,360,102,000","279,072,000"
2736,"292,391,628,372,000","324,639,276,000","279,174,000"
2737,"292,716,267,648,000","324,918,552,000","279,276,000"
2738,"293,041,186,200,000","325,197,930,000","279,378,000"
2739,"293,366,384,130,000","325,477,410,000","279,480,000"
2740,"293,691,861,540,000","325,756,992,000","279,582,000"
2741,"294,017,618,532,000","326,036,676,000","279,684,000"
2742,"294,343,655,208,000","326,316,462,000","279,786,000"
2743,"294,669,971,670,000","326,596,350,000","279,888,000"
2744,"294,996,568,020,000","326,876,340,000","279,990,000"
2745,"295,323,444,360,000","327,156,432,000","280,092,000"
2746,"295,650,600,792,000","327,436,626,000","280,194,000"
2747,"295,978,037,418,000","327,716,922,000","280,296,000"
2748,"296,305,754,340,000","327,997,320,000","280,398,000"
2749,"296,633,751,660,000","328,277,820,000","280,500,000"
2750,"296,962,029,480,000","328,558,422,000","280,602,000"
2751,"297,290,587,902,000","328,839,126,000","280,704,000"
2752,"297,619,427,028,000","329,119,932,000","280,806,000"
2753,"297,948,546,960,000","329,400,840,000","280,908,000"
2754,"298,277,947,800,000","329,681,850,000","281,010,000"
2755,"298,607,629,650,000","329,962,962,000","281,112,000"
2756,"298,937,592,612,000","330,244,176,000","281,214,000"
2757,"299,267,836,788,000","330,525,492,000","281,316,000"
2758,"299,598,362,280,000","330,806,910,000","281,418,000"
2759,"299,929,169,190,000","331,088,430,000","281,520,000"
2760,"300,260,257,620,000","331,370,052,000","281,622,000"
2761,"300,591,627,672,000","331,651,776,000","281,724,000"
2762,"300,923,279,448,000","331,933,602,000","281,826,000"
2763,"301,255,213,050,000","332,215,530,000","281,928,000"
2764,"301,587,428,580,000","332,497,560,000","282,030,000"
2765,"301,919,926,140,000","332,779,692,000","282,132,000"
2766,"302,252,705,832,000","333,061,926,000","282,234,000"
2767,"302,585,767,758,000","333,344,262,000","282,336,000"
2768,"302,919,112,020,000","333,626,700,000","282,438,000"
2769,"303,252,738,720,000","333,909,240,000","282,540,000"
2770,"303,586,647,960,000","334,191,882,000","282,642,000"
2771,"303,920,839,842,000","334,474,626,000","282,744,000"
2772,"304,255,314,468,000","334,757,472,000","282,846,000"
2773,"304,590,071,940,000","335,040,420,000","282,948,000"
2774,"304,925,112,360,000","335,323,470,000","283,050,000"
2775,"305,260,435,830,000","335,606,622,000","283,152,000"
2776,"305,596,042,452,000","335,889,876,000","283,254,000"
2777,"305,931,932,328,000","336,173,232,000","283,356,000"
2778,"306,268,105,560,000","336,456,690,000","283,458,000"
2779,"306,604,562,250,000","336,740,250,000","283,560,000"
2780,"306,941,302,500,000","337,023,912,000","283,662,000"
2781,"307,278,326,412,000","337,307,676,000","283,764,000"
2782,"307,615,634,088,000","337,591,542,000","283,866,000"
2783,"307,953,225,630,000","337,875,510,000","283,968,000"
2784,"308,291,101,140,000","338,159,580,000","284,070,000"
2785,"308,629,260,720,000","338,443,752,000","284,172,000"
2786,"308,967,704,472,000","338,728,026,000","284,274,000"
2787,"309,306,432,498,000","339,012,402,000","284,376,000"
2788,"309,645,444,900,000","339,296,880,000","284,478,000"
2789,"309,984,741,780,000","339,581,460,000","284,580,000"
2790,"310,324,323,240,000","339,866,142,000","284,682,000"
2791,"310,664,189,382,000","340,150,926,000","284,784,000"
2792,"311,004,340,308,000","340,435,812,000","284,886,000"
2793,"311,344,776,120,000","340,720,800,000","284,988,000"
2794,"311,685,496,920,000","341,005,890,000","285,090,000"
2795,"312,026,502,810,000","341,291,082,000","285,192,000"
2796,"312,367,793,892,000","341,576,376,000","285,294,000"
2797,"312,709,370,268,000","341,861,772,000","285,396,000"
2798,"313,051,232,040,000","342,147,270,000","285,498,000"
2799,"313,393,379,310,000","342,432,870,000","285,600,000"
2800,"313,735,812,180,000","342,718,572,000","285,702,000"
2801,"314,078,530,752,000","343,004,376,000","285,804,000"
2802,"314,421,535,128,000","343,290,282,000","285,906,000"
2803,"314,764,825,410,000","343,576,290,000","286,008,000"
2804,"315,108,401,700,000","343,862,400,000","286,110,000"
2805,"315,452,264,100,000","344,148,612,000","286,212,000"
2806,"315,796,412,712,000","344,434,926,000","286,314,000"
2807,"316,140,847,638,000","344,721,342,000","286,416,000"
2808,"316,485,568,980,000","345,007,860,000","286,518,000"
2809,"316,830,576,840,000","345,294,480,000","286,620,000"
2810,"317,175,871,320,000","345,581,202,000","286,722,000"
2811,"317,521,452,522,000","345,868,026,000","286,824,000"
2812,"317,867,320,548,000","346,154,952,000","286,926,000"
2813,"318,213,475,500,000","346,441,980,000","287,028,000"
2814,"318,559,917,480,000","346,729,110,000","287,130,000"
2815,"318,906,646,590,000","347,016,342,000","287,232,000"
2816,"319,253,662,932,000","347,303,676,000","287,334,000"
2817,"319,600,966,608,000","347,591,112,000","287,436,000"
2818,"319,948,557,720,000","347,878,650,000","287,538,000"
2819,"320,296,436,370,000","348,166,290,000","287,640,000"
2820,"320,644,602,660,000","348,454,032,000","287,742,000"
2821,"320,993,056,692,000","348,741,876,000","287,844,000"
2822,"321,341,798,568,000","349,029,822,000","287,946,000"
2823,"321,690,828,390,000","349,317,870,000","288,048,000"
2824,"322,040,146,260,000","349,606,020,000","288,150,000"
2825,"322,389,752,280,000","349,894,272,000","288,252,000"
2826,"322,739,646,552,000","350,182,626,000","288,354,000"
2827,"323,089,829,178,000","350,471,082,000","288,456,000"
2828,"323,440,300,260,000","350,759,640,000","288,558,000"
2829,"323,791,059,900,000","351,048,300,000","288,660,000"
2830,"324,142,108,200,000","351,337,062,000","288,762,000"
2831,"324,493,445,262,000","351,625,926,000","288,864,000"
2832,"324,845,071,188,000","351,914,892,000","288,966,000"
2833,"325,196,986,080,000","352,203,960,000","289,068,000"
2834,"325,549,190,040,000","352,493,130,000","289,170,000"
2835,"325,901,683,170,000","352,782,402,000","289,272,000"
2836,"326,254,465,572,000","353,071,776,000","289,374,000"
2837,"326,607,537,348,000","353,361,252,000","289,476,000"
2838,"326,960,898,600,000","353,650,830,000","289,578,000"
2839,"327,314,549,430,000","353,940,510,000","289,680,000"
2840,"327,668,489,940,000","354,230,292,000","289,782,000"
2841,"328,022,720,232,000","354,520,176,000","289,884,000"
2842,"328,377,240,408,000","354,810,162,000","289,986,000"
2843,"328,732,050,570,000","355,100,250,000","290,088,000"
2844,"329,087,150,820,000","355,390,440,000","290,190,000"
2845,"329,442,541,260,000","355,680,732,000","290,292,000"
2846,"329,798,221,992,000","355,971,126,000","290,394,000"
2847,"330,154,193,118,000","356,261,622,000","290,496,000"
2848,"330,510,454,740,000","356,552,220,000","290,598,000"
2849,"330,867,006,960,000","356,842,920,000","290,700,000"
2850,"331,223,849,880,000","357,133,722,000","290,802,000"
2851,"331,580,983,602,000","357,424,626,000","290,904,000"
2852,"331,938,408,228,000","357,715,632,000","291,006,000"
2853,"332,296,123,860,000","358,006,740,000","291,108,000"
2854,"332,654,130,600,000","358,297,950,000","291,210,000"
2855,"333,012,428,550,000","358,589,262,000","291,312,000"
2856,"333,371,017,812,000","358,880,676,000","291,414,000"
2857,"333,729,898,488,000","359,172,192,000","291,516,000"
2858,"334,089,070,680,000","359,463,810,000","291,618,000"
2859,"334,448,534,490,000","359,755,530,000","291,720,000"
2860,"334,808,290,020,000","360,047,352,000","291,822,000"
2861,"335,168,337,372,000","360,339,276,000","291,924,000"
2862,"335,528,676,648,000","360,631,302,000","292,026,000"
2863,"335,889,307,950,000","360,923,430,000","292,128,000"
2864,"336,250,231,380,000","361,215,660,000","292,230,000"
2865,"336,611,447,040,000","361,507,992,000","292,332,000"
2866,"336,972,955,032,000","361,800,426,000","292,434,000"
2867,"337,334,755,458,000","362,092,962,000","292,536,000"
2868,"337,696,848,420,000","362,385,600,000","292,638,000"
2869,"338,059,234,020,000","362,678,340,000","292,740,000"
2870,"338,421,912,360,000","362,971,182,000","292,842,000"
2871,"338,784,883,542,000","363,264,126,000","292,944,000"
2872,"339,148,147,668,000","363,557,172,000","293,046,000"
2873,"339,511,704,840,000","363,850,320,000","293,148,000"
2874,"339,875,555,160,000","364,143,570,000","293,250,000"
2875,"340,239,698,730,000","364,436,922,000","293,352,000"
2876,"340,604,135,652,000","364,730,376,000","293,454,000"
2877,"340,968,866,028,000","365,023,932,000","293,556,000"
2878,"341,333,889,960,000","365,317,590,000","293,658,000"
2879,"341,699,207,550,000","365,611,350,000","293,760,000"
2880,"342,064,818,900,000","365,905,212,000","293,862,000"
2881,"342,430,724,112,000","366,199,176,000","293,964,000"
2882,"342,796,923,288,000","366,493,242,000","294,066,000"
2883,"343,163,416,530,000","366,787,410,000","294,168,000"
2884,"343,530,203,940,000","367,081,680,000","294,270,000"
2885,"343,897,285,620,000","367,376,052,000","294,372,000"
2886,"344,264,661,672,000","367,670,526,000","294,474,000"
2887,"344,632,332,198,000","367,965,102,000","294,576,000"
2888,"345,000,297,300,000","368,259,780,000","294,678,000"
2889,"345,368,557,080,000","368,554,560,000","294,780,000"
2890,"345,737,111,640,000","368,849,442,000","294,882,000"
2891,"346,105,961,082,000","369,144,426,000","294,984,000"
2892,"346,475,105,508,000","369,439,512,000","295,086,000"
